X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
'\'(1.8-2.6]\'','\'(-inf-2.7]\'',aug,sat,'\'(88.45-inf)\'','\'(204.24-233.26]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(40.5-49]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',174.63
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',mar,thu,'\'(88.45-inf)\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(5.61-11.22]\'','\'(8.42-11.53]\'','\'(49-57.5]\'','\'(4.9-5.8]\'','\'(-inf-0.64]\'',0
'\'(3.4-4.2]\'','\'(4.8-5.5]\'',jan,sun,'\'(-inf-26.45]\'','\'(-inf-30.12]\'','\'(93.17-178.44]\'','\'(-inf-5.61]\'','\'(-inf-5.31]\'','\'(91.5-inf)\'','\'(-inf-1.3]\'','\'(-inf-0.64]\'',0
'\'(4.2-5]\'','\'(3.4-4.1]\'',jul,wed,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(434.25-519.52]\'','\'(11.22-16.83]\'','\'(17.75-20.86]\'','\'(32-40.5]\'','\'(6.7-7.6]\'','\'(-inf-0.64]\'',7.73
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',aug,thu,'\'(88.45-inf)\'','\'(175.22-204.24]\'','\'(604.79-690.06]\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(57.5-66]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',16.33
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',aug,wed,'\'(88.45-inf)\'','\'(204.24-233.26]\'','\'(604.79-690.06]\'','\'(16.83-22.44]\'','\'(27.08-30.19]\'','\'(23.5-32]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',5.86
'\'(8.2-inf)\'','\'(5.5-6.2]\'',aug,thu,'\'(88.45-inf)\'','\'(233.26-262.28]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(57.5-66]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',42.87
'\'(7.4-8.2]\'','\'(3.4-4.1]\'',aug,sat,'\'(88.45-inf)\'','\'(262.28-inf)\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(40.5-49]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',12.18
'\'(1.8-2.6]\'','\'(3.4-4.1]\'',aug,sun,'\'(88.45-inf)\'','\'(175.22-204.24]\'','\'(604.79-690.06]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(49-57.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',16
'\'(2.6-3.4]\'','\'(3.4-4.1]\'',sep,sun,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(11.22-16.83]\'','\'(17.75-20.86]\'','\'(49-57.5]\'','\'(4.9-5.8]\'','\'(-inf-0.64]\'',24.59
'\'(4.2-5]\'','\'(4.8-5.5]\'',mar,thu,'\'(88.45-inf)\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(5.61-11.22]\'','\'(11.53-14.64]\'','\'(40.5-49]\'','\'(4.9-5.8]\'','\'(-inf-0.64]\'',0
'\'(5.8-6.6]\'','\'(3.4-4.1]\'',aug,fri,'\'(88.45-inf)\'','\'(204.24-233.26]\'','\'(690.06-775.33]\'','\'(11.22-16.83]\'','\'(20.86-23.97]\'','\'(32-40.5]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',28.74
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',aug,fri,'\'(88.45-inf)\'','\'(204.24-233.26]\'','\'(690.06-775.33]\'','\'(11.22-16.83]\'','\'(20.86-23.97]\'','\'(32-40.5]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',0
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',feb,mon,'\'(80.7-88.45]\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(-inf-5.61]\'','\'(5.31-8.42]\'','\'(66-74.5]\'','\'(5.8-6.7]\'','\'(-inf-0.64]\'',9.96
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',sep,fri,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(40.5-49]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',30.18
'\'(-inf-1.8]\'','\'(2.7-3.4]\'',sep,sun,'\'(88.45-inf)\'','\'(262.28-inf)\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(40.5-49]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',70.76
'\'(1.8-2.6]\'','\'(3.4-4.1]\'',mar,tue,'\'(88.45-inf)\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(11.22-16.83]\'','\'(14.64-17.75]\'','\'(-inf-23.5]\'','\'(6.7-7.6]\'','\'(-inf-0.64]\'',0
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',feb,mon,'\'(80.7-88.45]\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(-inf-5.61]\'','\'(-inf-5.31]\'','\'(66-74.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',0
'\'(3.4-4.2]\'','\'(4.8-5.5]\'',feb,sun,'\'(80.7-88.45]\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(-inf-5.61]\'','\'(8.42-11.53]\'','\'(57.5-66]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',51.78
'\'(3.4-4.2]\'','\'(2.7-3.4]\'',sep,sun,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(11.22-16.83]\'','\'(17.75-20.86]\'','\'(49-57.5]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',3.64
'\'(4.2-5]\'','\'(5.5-6.2]\'',aug,sun,'\'(88.45-inf)\'','\'(175.22-204.24]\'','\'(604.79-690.06]\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(32-40.5]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',3.63
'\'(-inf-1.8]\'','\'(-inf-2.7]\'',aug,sat,'\'(88.45-inf)\'','\'(204.24-233.26]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(23.5-32]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',0
'\'(8.2-inf)\'','\'(4.8-5.5]\'',jun,wed,'\'(88.45-inf)\'','\'(30.12-59.14]\'','\'(263.71-348.98]\'','\'(11.22-16.83]\'','\'(27.08-30.19]\'','\'(32-40.5]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',0
'\'(8.2-inf)\'','\'(4.8-5.5]\'',jun,wed,'\'(88.45-inf)\'','\'(30.12-59.14]\'','\'(263.71-348.98]\'','\'(11.22-16.83]\'','\'(27.08-30.19]\'','\'(32-40.5]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',8.16
'\'(2.6-3.4]\'','\'(3.4-4.1]\'',sep,thu,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(40.5-49]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',4.95
'\'(8.2-inf)\'','\'(8.3-inf)\'',aug,fri,'\'(88.45-inf)\'','\'(204.24-233.26]\'','\'(690.06-775.33]\'','\'(11.22-16.83]\'','\'(23.97-27.08]\'','\'(32-40.5]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',0
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',aug,thu,'\'(88.45-inf)\'','\'(175.22-204.24]\'','\'(604.79-690.06]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(40.5-49]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',0
'\'(1.8-2.6]\'','\'(3.4-4.1]\'',sep,wed,'\'(80.7-88.45]\'','\'(59.14-88.16]\'','\'(690.06-775.33]\'','\'(-inf-5.61]\'','\'(20.86-23.97]\'','\'(32-40.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',6.04
'\'(1.8-2.6]\'','\'(-inf-2.7]\'',aug,tue,'\'(88.45-inf)\'','\'(204.24-233.26]\'','\'(604.79-690.06]\'','\'(5.61-11.22]\'','\'(27.08-30.19]\'','\'(23.5-32]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',0
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',sep,sat,'\'(80.7-88.45]\'','\'(262.28-inf)\'','\'(775.33-inf)\'','\'(-inf-5.61]\'','\'(14.64-17.75]\'','\'(66-74.5]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',3.95
'\'(3.4-4.2]\'','\'(4.8-5.5]\'',feb,sat,'\'(80.7-88.45]\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(-inf-5.61]\'','\'(11.53-14.64]\'','\'(40.5-49]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',0
'\'(3.4-4.2]\'','\'(2.7-3.4]\'',sep,fri,'\'(88.45-inf)\'','\'(262.28-inf)\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(40.5-49]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',7.8
'\'(-inf-1.8]\'','\'(3.4-4.1]\'',jul,tue,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(434.25-519.52]\'','\'(11.22-16.83]\'','\'(20.86-23.97]\'','\'(23.5-32]\'','\'(4.9-5.8]\'','\'(-inf-0.64]\'',0
'\'(5.8-6.6]\'','\'(2.7-3.4]\'',feb,fri,'\'(80.7-88.45]\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(-inf-5.61]\'','\'(14.64-17.75]\'','\'(40.5-49]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',0
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',feb,fri,'\'(80.7-88.45]\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(-inf-5.61]\'','\'(5.31-8.42]\'','\'(49-57.5]\'','\'(8.5-inf)\'','\'(-inf-0.64]\'',4.62
'\'(8.2-inf)\'','\'(3.4-4.1]\'',jul,mon,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(434.25-519.52]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(23.5-32]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',1.63
'\'(6.6-7.4]\'','\'(4.8-5.5]\'',aug,sat,'\'(88.45-inf)\'','\'(204.24-233.26]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(32-40.5]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',0
'\'(4.2-5]\'','\'(3.4-4.1]\'',aug,sun,'\'(88.45-inf)\'','\'(233.26-262.28]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(49-57.5]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',0
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',aug,thu,'\'(88.45-inf)\'','\'(204.24-233.26]\'','\'(690.06-775.33]\'','\'(11.22-16.83]\'','\'(27.08-30.19]\'','\'(23.5-32]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',746.28
'\'(5.8-6.6]\'','\'(2.7-3.4]\'',jul,tue,'\'(88.45-inf)\'','\'(146.2-175.22]\'','\'(519.52-604.79]\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(32-40.5]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',7.02
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',mar,wed,'\'(88.45-inf)\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(5.61-11.22]\'','\'(11.53-14.64]\'','\'(23.5-32]\'','\'(4.9-5.8]\'','\'(-inf-0.64]\'',0
'\'(1.8-2.6]\'','\'(3.4-4.1]\'',aug,sun,'\'(88.45-inf)\'','\'(175.22-204.24]\'','\'(604.79-690.06]\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(40.5-49]\'','\'(4.9-5.8]\'','\'(-inf-0.64]\'',2.44
'\'(1.8-2.6]\'','\'(4.8-5.5]\'',aug,sun,'\'(88.45-inf)\'','\'(175.22-204.24]\'','\'(604.79-690.06]\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(32-40.5]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',3.05
'\'(7.4-8.2]\'','\'(7.6-8.3]\'',aug,wed,'\'(88.45-inf)\'','\'(175.22-204.24]\'','\'(604.79-690.06]\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(32-40.5]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',185.76
'\'(1.8-2.6]\'','\'(3.4-4.1]\'',aug,wed,'\'(88.45-inf)\'','\'(204.24-233.26]\'','\'(604.79-690.06]\'','\'(16.83-22.44]\'','\'(30.19-inf)\'','\'(-inf-23.5]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',0
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',jul,sun,'\'(88.45-inf)\'','\'(262.28-inf)\'','\'(775.33-inf)\'','\'(-inf-5.61]\'','\'(27.08-30.19]\'','\'(23.5-32]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',6.3
'\'(-inf-1.8]\'','\'(2.7-3.4]\'',sep,sat,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(40.5-49]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',0.72
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',aug,sat,'\'(88.45-inf)\'','\'(204.24-233.26]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(23.5-32]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',4.96
'\'(1.8-2.6]\'','\'(-inf-2.7]\'',aug,thu,'\'(88.45-inf)\'','\'(233.26-262.28]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(49-57.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',0
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',aug,thu,'\'(88.45-inf)\'','\'(233.26-262.28]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(49-57.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',0
'\'(1.8-2.6]\'','\'(3.4-4.1]\'',aug,mon,'\'(88.45-inf)\'','\'(204.24-233.26]\'','\'(604.79-690.06]\'','\'(5.61-11.22]\'','\'(27.08-30.19]\'','\'(32-40.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',2.35
'\'(-inf-1.8]\'','\'(2.7-3.4]\'',aug,thu,'\'(88.45-inf)\'','\'(204.24-233.26]\'','\'(690.06-775.33]\'','\'(11.22-16.83]\'','\'(23.97-27.08]\'','\'(32-40.5]\'','\'(4.9-5.8]\'','\'(-inf-0.64]\'',0
'\'(2.6-3.4]\'','\'(3.4-4.1]\'',aug,sun,'\'(88.45-inf)\'','\'(175.22-204.24]\'','\'(604.79-690.06]\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(40.5-49]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',3.2
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',sep,thu,'\'(88.45-inf)\'','\'(262.28-inf)\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(40.5-49]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',0
'\'(-inf-1.8]\'','\'(2.7-3.4]\'',aug,sat,'\'(88.45-inf)\'','\'(175.22-204.24]\'','\'(604.79-690.06]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(32-40.5]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',6.36
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',aug,thu,'\'(88.45-inf)\'','\'(204.24-233.26]\'','\'(690.06-775.33]\'','\'(11.22-16.83]\'','\'(20.86-23.97]\'','\'(32-40.5]\'','\'(5.8-6.7]\'','\'(-inf-0.64]\'',0
'\'(1.8-2.6]\'','\'(3.4-4.1]\'',aug,sun,'\'(88.45-inf)\'','\'(233.26-262.28]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(57.5-66]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',15.34
'\'(-inf-1.8]\'','\'(3.4-4.1]\'',aug,fri,'\'(88.45-inf)\'','\'(262.28-inf)\'','\'(775.33-inf)\'','\'(-inf-5.61]\'','\'(20.86-23.97]\'','\'(40.5-49]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',0
'\'(1.8-2.6]\'','\'(4.8-5.5]\'',jul,sat,'\'(88.45-inf)\'','\'(59.14-88.16]\'','\'(348.98-434.25]\'','\'(-inf-5.61]\'','\'(20.86-23.97]\'','\'(49-57.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',0
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',aug,mon,'\'(88.45-inf)\'','\'(204.24-233.26]\'','\'(604.79-690.06]\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(32-40.5]\'','\'(-inf-1.3]\'','\'(-inf-0.64]\'',0.54
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',aug,sat,'\'(88.45-inf)\'','\'(233.26-262.28]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(11.53-14.64]\'','\'(66-74.5]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',0
'\'(1.8-2.6]\'','\'(4.8-5.5]\'',aug,sat,'\'(88.45-inf)\'','\'(204.24-233.26]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(20.86-23.97]\'','\'(49-57.5]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',6.43
'\'(-inf-1.8]\'','\'(2.7-3.4]\'',sep,fri,'\'(88.45-inf)\'','\'(88.16-117.18]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(40.5-49]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',0.33
'\'(4.2-5]\'','\'(3.4-4.1]\'',sep,fri,'\'(88.45-inf)\'','\'(262.28-inf)\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(57.5-66]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',0
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',aug,mon,'\'(88.45-inf)\'','\'(204.24-233.26]\'','\'(604.79-690.06]\'','\'(5.61-11.22]\'','\'(23.97-27.08]\'','\'(23.5-32]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',1.23
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',apr,mon,'\'(80.7-88.45]\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(-inf-5.61]\'','\'(8.42-11.53]\'','\'(57.5-66]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',3.35
'\'(-inf-1.8]\'','\'(-inf-2.7]\'',jul,fri,'\'(88.45-inf)\'','\'(59.14-88.16]\'','\'(348.98-434.25]\'','\'(11.22-16.83]\'','\'(14.64-17.75]\'','\'(74.5-83]\'','\'(7.6-8.5]\'','\'(-inf-0.64]\'',0
'\'(1.8-2.6]\'','\'(4.8-5.5]\'',sep,fri,'\'(88.45-inf)\'','\'(262.28-inf)\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(57.5-66]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',9.96
'\'(4.2-5]\'','\'(4.8-5.5]\'',aug,sun,'\'(88.45-inf)\'','\'(30.12-59.14]\'','\'(93.17-178.44]\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(74.5-83]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',0
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',aug,sun,'\'(88.45-inf)\'','\'(175.22-204.24]\'','\'(604.79-690.06]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(66-74.5]\'','\'(1.3-2.2]\'','\'(-inf-0.64]\'',0
'\'(2.6-3.4]\'','\'(3.4-4.1]\'',mar,wed,'\'(88.45-inf)\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(5.61-11.22]\'','\'(8.42-11.53]\'','\'(32-40.5]\'','\'(7.6-8.5]\'','\'(-inf-0.64]\'',0
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',sep,wed,'\'(88.45-inf)\'','\'(262.28-inf)\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(8.42-11.53]\'','\'(74.5-83]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',0
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',aug,sun,'\'(88.45-inf)\'','\'(175.22-204.24]\'','\'(604.79-690.06]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(57.5-66]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',0
'\'(3.4-4.2]\'','\'(4.8-5.5]\'',aug,wed,'\'(88.45-inf)\'','\'(204.24-233.26]\'','\'(604.79-690.06]\'','\'(16.83-22.44]\'','\'(20.86-23.97]\'','\'(40.5-49]\'','\'(4.9-5.8]\'','\'(-inf-0.64]\'',6.43
'\'(-inf-1.8]\'','\'(3.4-4.1]\'',aug,fri,'\'(88.45-inf)\'','\'(175.22-204.24]\'','\'(604.79-690.06]\'','\'(11.22-16.83]\'','\'(11.53-14.64]\'','\'(83-91.5]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',9.71
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',aug,mon,'\'(88.45-inf)\'','\'(233.26-262.28]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(57.5-66]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',0
'\'(3.4-4.2]\'','\'(4.8-5.5]\'',aug,thu,'\'(88.45-inf)\'','\'(262.28-inf)\'','\'(775.33-inf)\'','\'(-inf-5.61]\'','\'(14.64-17.75]\'','\'(49-57.5]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',0
'\'(2.6-3.4]\'','\'(3.4-4.1]\'',aug,thu,'\'(88.45-inf)\'','\'(233.26-262.28]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(49-57.5]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',0
'\'(2.6-3.4]\'','\'(3.4-4.1]\'',jul,mon,'\'(88.45-inf)\'','\'(146.2-175.22]\'','\'(519.52-604.79]\'','\'(11.22-16.83]\'','\'(17.75-20.86]\'','\'(40.5-49]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',0
'\'(1.8-2.6]\'','\'(3.4-4.1]\'',aug,thu,'\'(88.45-inf)\'','\'(233.26-262.28]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(57.5-66]\'','\'(2.2-3.1]\'','\'(-inf-0.64]\'',0
'\'(-inf-1.8]\'','\'(3.4-4.1]\'',aug,wed,'\'(88.45-inf)\'','\'(175.22-204.24]\'','\'(604.79-690.06]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(49-57.5]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',82.75
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',aug,sat,'\'(88.45-inf)\'','\'(204.24-233.26]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(57.5-66]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',3.32
'\'(6.6-7.4]\'','\'(3.4-4.1]\'',aug,sat,'\'(88.45-inf)\'','\'(262.28-inf)\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(14.64-17.75]\'','\'(66-74.5]\'','\'(7.6-8.5]\'','\'(-inf-0.64]\'',1.94
'\'(1.8-2.6]\'','\'(4.8-5.5]\'',aug,sat,'\'(88.45-inf)\'','\'(204.24-233.26]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(57.5-66]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',0
'\'(7.4-8.2]\'','\'(5.5-6.2]\'',aug,sat,'\'(88.45-inf)\'','\'(204.24-233.26]\'','\'(690.06-775.33]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(57.5-66]\'','\'(4-4.9]\'','\'(-inf-0.64]\'',0
'\'(-inf-1.8]\'','\'(3.4-4.1]\'',sep,sun,'\'(88.45-inf)\'','\'(262.28-inf)\'','\'(775.33-inf)\'','\'(5.61-11.22]\'','\'(11.53-14.64]\'','\'(74.5-83]\'','\'(6.7-7.6]\'','\'(-inf-0.64]\'',3.71
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',feb,tue,'\'(72.95-80.7]\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(-inf-5.61]\'','\'(-inf-5.31]\'','\'(74.5-83]\'','\'(5.8-6.7]\'','\'(-inf-0.64]\'',5.39
'\'(5.8-6.6]\'','\'(3.4-4.1]\'',feb,tue,'\'(72.95-80.7]\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(-inf-5.61]\'','\'(-inf-5.31]\'','\'(74.5-83]\'','\'(4.9-5.8]\'','\'(-inf-0.64]\'',2.14
'\'(1.8-2.6]\'','\'(-inf-2.7]\'',feb,sat,'\'(72.95-80.7]\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(-inf-5.61]\'','\'(-inf-5.31]\'','\'(57.5-66]\'','\'(-inf-1.3]\'','\'(-inf-0.64]\'',6.84
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',mar,mon,'\'(80.7-88.45]\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(5.61-11.22]\'','\'(8.42-11.53]\'','\'(40.5-49]\'','\'(4.9-5.8]\'','\'(-inf-0.64]\'',3.18
'\'(2.6-3.4]\'','\'(3.4-4.1]\'',mar,wed,'\'(88.45-inf)\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(5.61-11.22]\'','\'(8.42-11.53]\'','\'(40.5-49]\'','\'(4.9-5.8]\'','\'(-inf-0.64]\'',5.55
'\'(5.8-6.6]\'','\'(4.8-5.5]\'',mar,thu,'\'(88.45-inf)\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(5.61-11.22]\'','\'(11.53-14.64]\'','\'(23.5-32]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',6.61
'\'(5.8-6.6]\'','\'(2.7-3.4]\'',apr,sun,'\'(88.45-inf)\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(11.22-16.83]\'','\'(11.53-14.64]\'','\'(32-40.5]\'','\'(8.5-inf)\'','\'(-inf-0.64]\'',61.13
'\'(4.2-5]\'','\'(3.4-4.1]\'',apr,sun,'\'(88.45-inf)\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(11.22-16.83]\'','\'(14.64-17.75]\'','\'(23.5-32]\'','\'(4.9-5.8]\'','\'(-inf-0.64]\'',0
'\'(3.4-4.2]\'','\'(2.7-3.4]\'',may,fri,'\'(88.45-inf)\'','\'(-inf-30.12]\'','\'(-inf-93.17]\'','\'(5.61-11.22]\'','\'(17.75-20.86]\'','\'(32-40.5]\'','\'(3.1-4]\'','\'(-inf-0.64]\'',38.48
